file,label,group,color,number
34_0_0064.wav,EH,8,Black,138
34_0_0065.wav,EY,10,Purple,139
34_0_0066.wav,AE,2,Blue,140
34_0_0067.wav,EY,10,Purple,141
34_0_0068.wav,EY,10,Purple,142
34_0_0069.wav,AH,3,Black,143
40_0_0001.wav,IY,13,Pink,144
40_0_0002.wav,AO,4,Green,145
40_0_0003.wav,EH,8,Black,146
40_0_0004.wav,AH,3,Black,147
40_0_0005.wav,AE,2,Blue,148
40_0_0006.wav,ER,9,Lime,149
40_0_0007.wav,IH,11,Teal,150
40_0_0008.wav,IY,13,Pink,151
40_0_0009.wav,IH,11,Teal,152
40_0_0010.wav,ER,9,Lime,153
40_0_0011.wav,AH,3,Black,154
40_0_0012.wav,AO,4,Green,155
40_0_0013.wav,IH,11,Teal,156
40_0_0014.wav,UW,17,Cyan,157
40_0_0015.wav,AH,3,Black,158
40_0_0016.wav,EH,8,Black,159
40_0_0017.wav,OW,14,Maroon,160
40_0_0018.wav,IY,13,Pink,161
40_0_0019.wav,AY,7,Magenta,162
40_0_0020.wav,IH,11,Teal,163
40_0_0021.wav,AE,2,Blue,164
40_0_0022.wav,AH,3,Black,165
40_0_0023.wav,UW,17,Cyan,166
40_0_0024.wav,IY,13,Pink,167
40_0_0025.wav,AH,3,Black,168
40_0_0026.wav,EY,10,Purple,169
40_0_0027.wav,IY,13,Pink,170
40_0_0028.wav,AH,3,Black,171
40_0_0029.wav,AE,2,Blue,172
40_0_0030.wav,ER,9,Lime,173
